"Ship_Mode","Segment","City","State","Sub_Category","diff_in_days","Sales","Quantity","Discount","Profit"
"Standard Class","Home Office","San Francisco","California","Art",6,5.76,2,0,1.6704
"Standard Class","Consumer","San Bernardino","California","Binders",4,9.872,2,0.2,3.4552
"Standard Class","Consumer","Los Angeles","California","Appliances",5,46.8,4,0,16.38
"Standard Class","Consumer","Long Beach","New York","Appliances",4,533.94,3,0,154.8426
"Standard Class","Consumer","Los Angeles","California","Machines",7,447.968,4,0.2,139.99
"Standard Class","Corporate","Baltimore","Maryland","Paper",6,44.75,5,0,20.585
"First Class","Consumer","New York City","New York","Bookcases",2,183.968,2,0.2,-25.2956
"Standard Class","Consumer","Laredo","Texas","Binders",6,6.286,7,0.8,-11.0005
"Standard Class","Consumer","Huntsville","Texas","Binders",4,13.748,14,0.8,-22.6842
"Standard Class","Home Office","San Antonio","Texas","Binders",5,3.592,4,0.8,-6.286
"First Class","Consumer","New York City","New York","Binders",3,1217.568,2,0.2,456.588
"Same Day","Consumer","New York City","New York","Paper",0,19.44,3,0,9.3312
"Same Day","Consumer","Thornton","Colorado","Accessories",0,447.944,7,0.2,89.5888
"Standard Class","Consumer","Los Angeles","California","Storage",4,62.18,1,0,16.7886
"Standard Class","Corporate","Chicago","Illinois","Furnishings",6,12.132,9,0.6,-8.4924
"Standard Class","Consumer","Wausau","Wisconsin","Storage",5,22.58,2,0,5.8708
"Second Class","Corporate","Seattle","Washington","Storage",4,572.58,6,0,34.3548
"Same Day","Corporate","Detroit","Michigan","Storage",0,418.32,7,0,117.1296
"Standard Class","Consumer","Roseville","California","Paper",6,35.44,1,0,16.6568
"Standard Class","Home Office","Columbus","Ohio","Chairs",4,281.372,2,0.3,-12.0588
"Second Class","Consumer","Columbia","Missouri","Binders",4,9.64,2,0,4.4344
"Standard Class","Consumer","Columbus","Georgia","Accessories",6,249.95,5,0,19.996
"First Class","Corporate","Milford","Connecticut","Furnishings",3,25.16,2,0,8.5544
"Standard Class","Corporate","Springfield","Oregon","Phones",6,191.976,3,0.2,19.1976
"Standard Class","Consumer","Houston","Texas","Binders",6,2.694,3,0.8,-4.7145
"Standard Class","Home Office","Saint Peters","Missouri","Tables",4,697.16,4,0,146.4036
"Same Day","Consumer","Rochester","Minnesota","Binders",0,18.69,3,0,9.1581
"Standard Class","Corporate","Vineland","New Jersey","Chairs",7,212.94,3,0,25.5528
"First Class","Consumer","Saint Charles","Missouri","Paper",3,11.56,2,0,5.6644
"Same Day","Consumer","New York City","New York","Paper",0,45.92,4,0,22.5008
"Same Day","Consumer","Cleveland","Ohio","Accessories",0,58.112,2,0.2,7.264
"Standard Class","Corporate","Phoenix","Arizona","Binders",4,5.214,2,0.7,-4.1712
"Standard Class","Home Office","Richmond","Indiana","Fasteners",6,2.52,2,0,0.1008
"First Class","Consumer","Newark","Ohio","Accessories",3,2025.36,6,0.2,607.608
"Standard Class","Consumer","Glendale","Arizona","Accessories",5,89.544,7,0.2,12.3123
"Standard Class","Consumer","Chicago","Illinois","Chairs",5,526.344,4,0.3,-75.192
"Standard Class","Consumer","Chicago","Illinois","Storage",6,35.168,2,0.2,-8.3524
"Standard Class","Consumer","San Jose","California","Furnishings",4,215.65,5,0,73.321
"Standard Class","Home Office","San Diego","California","Paper",4,34.24,4,0,16.0928
"First Class","Corporate","Seattle","Washington","Appliances",2,22.98,1,0,6.894
"Standard Class","Corporate","Texarkana","Arkansas","Chairs",4,605.34,6,0,145.2816
"Second Class","Corporate","Detroit","Michigan","Paper",2,314.55,3,0,150.984
"First Class","Consumer","Rochester","New York","Binders",2,276.784,2,0.2,89.9548
"Standard Class","Corporate","Greensboro","North Carolina","Accessories",7,27.192,3,0.2,0.3399
"Same Day","Corporate","Columbus","Ohio","Appliances",0,387.136,4,0.2,24.196
"Standard Class","Consumer","New York City","New York","Art",4,29.79,3,0,12.5118
"Standard Class","Corporate","Philadelphia","Pennsylvania","Phones",4,1931.958,7,0.4,-386.3916
"Standard Class","Corporate","San Francisco","California","Phones",6,19.8,5,0.2,1.7325
"Standard Class","Corporate","Lafayette","Indiana","Copiers",7,17499.95,5,0,8399.976
"Standard Class","Corporate","Detroit","Michigan","Chairs",5,1106.91,9,0,121.7601
"Standard Class","Consumer","Los Angeles","California","Paper",5,38.88,6,0,19.0512
"Standard Class","Corporate","New York City","New York","Phones",4,85.9,2,0,2.577
"Second Class","Consumer","Providence","Rhode Island","Paper",3,39.96,4,0,17.982
"Standard Class","Consumer","Jonesboro","Arkansas","Paper",5,239.5,5,0,114.96
"Standard Class","Consumer","New York City","New York","Phones",4,783.96,4,0,219.5088
"First Class","Corporate","Arlington","Virginia","Binders",2,11.88,2,0,5.346
"Standard Class","Consumer","Jonesboro","Arkansas","Chairs",6,1067.94,3,0,224.2674
"Standard Class","Consumer","Dallas","Texas","Paper",5,3.528,1,0.2,1.1466
"Standard Class","Consumer","San Francisco","California","Chairs",6,71.992,1,0.2,-0.8999
"Standard Class","Corporate","Springfield","Missouri","Furnishings",4,37.3,2,0,17.158
"Standard Class","Consumer","San Antonio","Texas","Chairs",4,1740.06,9,0.3,-24.858
"First Class","Consumer","Philadelphia","Pennsylvania","Paper",3,8.448,2,0.2,2.64
"Standard Class","Consumer","Thomasville","North Carolina","Envelopes",5,95.952,3,0.2,29.985
"Standard Class","Consumer","San Jose","California","Storage",6,332.94,3,0,6.6588
"Same Day","Consumer","Detroit","Michigan","Chairs",0,302.94,3,0,48.4704
"Standard Class","Corporate","Philadelphia","Pennsylvania","Binders",4,7.656,4,0.7,-6.1248
"Standard Class","Corporate","Franklin","Massachusetts","Binders",4,122.94,3,0,59.0112
"Second Class","Corporate","Salem","Oregon","Phones",2,263.96,5,0.2,19.797
"Standard Class","Corporate","Milwaukee","Wisconsin","Binders",6,38.82,6,0,19.41
"Second Class","Home Office","Lansing","Michigan","Labels",2,27.72,9,0,13.3056
"Standard Class","Corporate","San Francisco","California","Paper",4,21.12,4,0,9.504
"Standard Class","Consumer","San Francisco","California","Chairs",6,230.28,3,0.2,23.028
"Same Day","Corporate","Los Angeles","California","Chairs",0,362.352,3,0.2,27.1764
"Second Class","Corporate","Auburn","New York","Paper",2,46.96,8,0,22.5408
"Same Day","Consumer","Redlands","California","Storage",0,46.84,2,0,12.6468
"Second Class","Corporate","Houston","Texas","Furnishings",2,9.552,3,0.6,-3.8208
"Standard Class","Consumer","Westminster","California","Phones",4,470.376,3,0.2,52.9173
"First Class","Consumer","Concord","North Carolina","Art",3,20.016,9,0.2,1.7514
"Standard Class","Consumer","Los Angeles","California","Paper",5,19.44,3,0,9.3312
"Second Class","Corporate","Mcallen","Texas","Art",4,7.872,3,0.2,0.8856
"First Class","Consumer","Los Angeles","California","Binders",2,36.624,3,0.2,13.734
"Second Class","Consumer","Everett","Massachusetts","Paper",3,40.99,1,0,20.0851
"Standard Class","Consumer","Tallahassee","Florida","Paper",5,26.72,5,0.2,9.352
"Second Class","Consumer","Quincy","Massachusetts","Binders",5,29,5,0,13.92
"Standard Class","Corporate","Jacksonville","Florida","Binders",5,57.582,3,0.7,-44.1462
"Standard Class","Consumer","Seattle","Washington","Paper",5,12.96,2,0,6.2208
"Standard Class","Consumer","Philadelphia","Pennsylvania","Bookcases",4,130.98,2,0.5,-89.0664
"Second Class","Corporate","San Francisco","California","Supplies",2,10.95,3,0,3.285
"Standard Class","Consumer","Philadelphia","Pennsylvania","Storage",5,324.744,3,0.2,-77.1267
"Standard Class","Corporate","Clinton","Maryland","Phones",5,499.99,1,0,129.9974
"Second Class","Consumer","Seattle","Washington","Bookcases",2,174.42,3,0,41.8608
"Standard Class","Corporate","San Francisco","California","Binders",6,90.48,3,0.2,33.93
"First Class","Corporate","Suffolk","Virginia","Storage",2,146.73,3,0,2.9346
"Standard Class","Consumer","Pembroke Pines","Florida","Accessories",7,110.4,2,0.2,-4.14
"Standard Class","Consumer","Los Angeles","California","Binders",6,27.264,2,0.2,8.8608
"Second Class","Consumer","New York City","New York","Furnishings",3,135.3,5,0,37.884
"Standard Class","Consumer","Philadelphia","Pennsylvania","Storage",5,227.136,4,0.2,-42.588
"First Class","Corporate","Greensboro","North Carolina","Tables",1,523.764,3,0.4,-192.0468
"First Class","Corporate","Quincy","Illinois","Labels",3,47.36,4,0.2,17.76
"Standard Class","Home Office","New York City","New York","Paper",4,11.36,2,0,5.2256
"First Class","Corporate","Monroe","Louisiana","Binders",3,87.28,8,0,41.0216
"Standard Class","Corporate","Baltimore","Maryland","Art",6,27.36,9,0,9.3024
"Second Class","Home Office","Los Angeles","California","Chairs",4,81.424,2,0.2,-9.1602
"Same Day","Home Office","Chicago","Illinois","Chairs",0,89.768,1,0.3,-2.5648
"Second Class","Consumer","Chicago","Illinois","Storage",4,60.416,2,0.2,6.0416
"Standard Class","Corporate","Philadelphia","Pennsylvania","Paper",4,10.272,3,0.2,3.21
"Standard Class","Home Office","Houston","Texas","Envelopes",4,20.936,1,0.2,7.0659
"Second Class","Consumer","Lancaster","Ohio","Accessories",3,40,2,0.2,0.5
"First Class","Corporate","Raleigh","North Carolina","Paper",2,9.392,2,0.2,3.2872
"Standard Class","Consumer","Charlotte","North Carolina","Paper",4,192.16,5,0.2,67.256
"Standard Class","Corporate","Anaheim","California","Supplies",4,13.98,1,0,3.6348
"Second Class","Corporate","Houston","Texas","Labels",3,45.36,9,0.2,14.742
"Standard Class","Home Office","Houston","Texas","Bookcases",5,300.5328,2,0.32,-97.2312
"Same Day","Consumer","Utica","New York","Binders",0,17.088,4,0.2,5.7672
"First Class","Consumer","Troy","New York","Paper",1,32.4,5,0,15.552
"Standard Class","Home Office","Dallas","Texas","Binders",7,3.96,10,0.8,-6.93
"Standard Class","Home Office","New York City","New York","Chairs",5,135.882,1,0.1,24.1568
"Standard Class","Consumer","Los Angeles","California","Tables",4,364.776,3,0.2,27.3582
"Second Class","Consumer","Scottsdale","Arizona","Phones",2,271.992,1,0.2,23.7993
"Same Day","Consumer","Fort Worth","Texas","Paper",0,10.368,2,0.2,3.6288
"Standard Class","Consumer","North Las Vegas","Nevada","Phones",7,911.984,2,0.2,113.998
"Second Class","Home Office","Chicago","Illinois","Paper",4,419.4,5,0.2,146.79
"Standard Class","Consumer","Concord","California","Chairs",6,129.568,2,0.2,-24.294
"Standard Class","Consumer","Boynton Beach","Florida","Chairs",4,97.184,2,0.2,6.074
"Second Class","Corporate","Inglewood","California","Paper",2,116.28,3,0,56.9772
"Standard Class","Consumer","Farmington","New Mexico","Furnishings",7,545.85,9,0,114.6285
"Standard Class","Consumer","Philadelphia","Pennsylvania","Binders",4,11.61,2,0.7,-9.288
"Standard Class","Consumer","New York City","New York","Furnishings",5,56.96,2,0,21.0752
"Standard Class","Consumer","Springfield","Missouri","Binders",4,17.22,3,0,7.9212
"Second Class","Corporate","Miramar","Florida","Paper",5,41.472,8,0.2,14.5152
"Standard Class","Corporate","New Bedford","Massachusetts","Binders",4,12.3,5,0,6.15
"First Class","Consumer","Philadelphia","Pennsylvania","Art",2,11.12,5,0.2,0.834
"Second Class","Consumer","Columbus","Ohio","Binders",3,32.07,5,0.7,-22.449
"Standard Class","Consumer","Toledo","Ohio","Furnishings",5,35.168,7,0.2,9.6712
"Standard Class","Home Office","San Antonio","Texas","Tables",5,206.962,2,0.3,-32.5226
"Standard Class","Consumer","Fairfield","Ohio","Accessories",5,158.928,7,0.2,41.7186
"Second Class","Corporate","Springfield","Virginia","Phones",2,494.97,3,0,148.491
"Second Class","Corporate","Atlanta","Georgia","Binders",2,64.12,4,0,30.7776
"Standard Class","Consumer","Columbus","Indiana","Furnishings",5,121.3,2,0,25.473
"First Class","Home Office","Lancaster","Ohio","Furnishings",2,60.672,6,0.2,12.8928
"Standard Class","Home Office","Carlsbad","New Mexico","Paper",5,192.16,4,0,92.2368
"Second Class","Corporate","Concord","New Hampshire","Storage",2,269.9,5,0,16.194
"Standard Class","Corporate","Los Angeles","California","Envelopes",7,21.34,2,0,9.8164
"Standard Class","Consumer","El Paso","Texas","Art",6,17.856,4,0.2,4.2408
"Standard Class","Home Office","Helena","Montana","Furnishings",4,63.98,7,0,21.7532
"First Class","Consumer","Philadelphia","Pennsylvania","Machines",1,12.585,1,0.7,-18.0385
"Standard Class","Corporate","New York City","New York","Paper",6,62.82,9,0,29.5254
"Standard Class","Corporate","Baltimore","Maryland","Phones",6,134.99,1,0,36.4473
"Standard Class","Home Office","Salem","Virginia","Envelopes",4,251.79,3,0,118.3413
"Second Class","Consumer","Springfield","Oregon","Envelopes",2,27.792,3,0.2,10.422
"Second Class","Consumer","New York City","New York","Accessories",3,31.86,2,0,11.151
"First Class","Corporate","Seattle","Washington","Binders",3,25.032,3,0.2,7.8225
"Standard Class","Corporate","Richmond","Kentucky","Art",5,5.46,3,0,1.4742
"First Class","Corporate","Mobile","Alabama","Binders",3,33.75,5,0,16.875
"Standard Class","Consumer","Seattle","Washington","Labels",4,9.96,2,0,4.5816
"Standard Class","Consumer","San Diego","California","Binders",4,28.752,6,0.2,9.7038
"Standard Class","Consumer","Sierra Vista","Arizona","Furnishings",4,14.368,2,0.2,3.9512
"First Class","Consumer","Edmonds","Washington","Tables",2,1298.55,5,0,311.652
"First Class","Consumer","Los Angeles","California","Accessories",2,66.26,2,0,27.1666
"Standard Class","Consumer","Atlanta","Georgia","Binders",6,6354.95,5,0,3177.475
"Standard Class","Consumer","Mesa","Arizona","Storage",6,16.768,2,0.2,1.4672
"Standard Class","Corporate","Aurora","Colorado","Tables",4,727.45,5,0.5,-465.568
"Standard Class","Corporate","Los Angeles","California","Tables",5,902.712,3,0.2,33.8517
"Standard Class","Corporate","Bossier City","Louisiana","Furnishings",4,129.92,4,0,10.3936
"Standard Class","Corporate","San Diego","California","Accessories",5,116,8,0,29
"Second Class","Consumer","Stockton","California","Paper",2,12.96,2,0,6.2208
"Standard Class","Consumer","Jackson","Mississippi","Phones",5,113.73,3,0,32.9817
"Second Class","Consumer","Philadelphia","Pennsylvania","Furnishings",5,31.968,2,0.2,6.3936
"Second Class","Corporate","Seattle","Washington","Binders",5,19.92,5,0.2,6.972
"Standard Class","Consumer","Evanston","Illinois","Accessories",4,43.56,3,0.2,-4.9005
"Standard Class","Corporate","Jackson","Mississippi","Furnishings",4,6.16,2,0,1.9712
"Standard Class","Corporate","Morristown","New Jersey","Furnishings",5,74.45,5,0,20.1015
"First Class","Home Office","Salem","Oregon","Labels",3,15.936,4,0.2,5.1792
"Standard Class","Home Office","Concord","New Hampshire","Supplies",5,27.93,3,0,8.0997
"Standard Class","Corporate","Arlington","Texas","Tables",5,1218.735,5,0.3,-121.8735
"Second Class","Home Office","Los Angeles","California","Art",4,11.16,2,0,2.79
"Standard Class","Corporate","Philadelphia","Pennsylvania","Paper",4,123.92,5,0.2,38.725
"Second Class","Home Office","Saint Charles","Illinois","Art",5,59.904,2,0.2,14.2272
"Second Class","Home Office","Houston","Texas","Furnishings",4,6.984,2,0.6,-4.5396
"Second Class","Consumer","Seattle","Washington","Paper",2,29.97,3,0,13.4865
"Standard Class","Consumer","Bakersfield","California","Art",6,9.4,5,0,2.726
"First Class","Corporate","Philadelphia","Pennsylvania","Furnishings",3,42.408,3,0.2,9.5418
"First Class","Consumer","Waterbury","Connecticut","Supplies",1,65.17,7,0,18.8993
"Standard Class","Consumer","Chicago","Illinois","Binders",4,2.296,2,0.8,-3.9032
"Standard Class","Home Office","Smyrna","Georgia","Binders",4,119.56,2,0,54.9976
"Standard Class","Consumer","Apple Valley","Minnesota","Art",6,8.64,3,0,2.5056
"Same Day","Consumer","Homestead","Florida","Storage",0,85.224,3,0.2,7.4571
"Standard Class","Consumer","Orlando","Florida","Accessories",6,87.168,3,0.2,10.896
"Standard Class","Consumer","Los Angeles","California","Furnishings",5,25.11,3,0,6.5286
"Standard Class","Corporate","Toledo","Ohio","Binders",5,55.47,5,0.7,-46.225
"Standard Class","Corporate","Chandler","Arizona","Tables",5,73.915,1,0.5,-45.8273
"Second Class","Consumer","South Bend","Indiana","Accessories",5,831.2,5,0,124.68
"Standard Class","Consumer","Columbus","Ohio","Art",4,13.12,5,0.2,2.132
"Second Class","Home Office","Danville","California","Fasteners",2,5.58,3,0,0.1674
"Standard Class","Consumer","Las Vegas","Nevada","Binders",6,8.288,2,0.2,3.0044
"Standard Class","Consumer","Aurora","Illinois","Chairs",6,239.358,3,0.3,-47.8716
"Standard Class","Corporate","Columbus","Georgia","Paper",5,12.96,2,0,6.2208
"Standard Class","Consumer","Laredo","Texas","Accessories",4,31.2,3,0.2,9.75
"Standard Class","Corporate","Jacksonville","Florida","Paper",4,10.368,2,0.2,3.6288
"Standard Class","Consumer","Los Angeles","California","Art",4,5.88,2,0,1.7052
"Second Class","Consumer","Reading","Pennsylvania","Furnishings",2,303.92,5,0.2,-30.392
"Second Class","Consumer","Los Angeles","California","Chairs",5,145.568,2,0.2,0
"Standard Class","Consumer","Los Angeles","California","Paper",5,58.32,9,0,27.9936
"Standard Class","Corporate","Dallas","Texas","Bookcases",6,205.9992,3,0.32,-27.2646
"Standard Class","Consumer","Indianapolis","Indiana","Paper",6,33.45,5,0,15.387
"Standard Class","Corporate","New York City","New York","Art",5,6.99,3,0,2.0271
"Same Day","Corporate","Columbia","Maryland","Art",0,219.9,5,0,59.373
"Same Day","Consumer","Columbus","Ohio","Storage",0,33.568,2,0.2,1.6784
"Standard Class","Consumer","Seattle","Washington","Supplies",7,15.88,4,0,0.1588
"Standard Class","Corporate","Houston","Texas","Phones",4,946.344,7,0.2,118.293
"Second Class","Home Office","Saint Charles","Illinois","Furnishings",5,51.756,3,0.6,-33.6414
"Same Day","Consumer","Dallas","Texas","Paper",0,5.344,1,0.2,1.8704
"Standard Class","Corporate","Plainfield","New Jersey","Machines",5,319.92,8,0,118.3704
"First Class","Consumer","Los Angeles","California","Appliances",2,250.26,6,0,72.5754
"Same Day","Consumer","Columbus","Ohio","Labels",0,24.424,1,0.2,7.9378
"Same Day","Home Office","Long Beach","California","Paper",1,12.96,2,0,6.2208
"Second Class","Corporate","Lakewood","New Jersey","Binders",5,18.94,1,0,9.47
"Second Class","Consumer","Westland","Michigan","Storage",5,211.96,4,0,8.4784
"Standard Class","Corporate","Jackson","Mississippi","Paper",4,12.96,2,0,6.3504
"Standard Class","Home Office","Springfield","Missouri","Binders",6,26.7,5,0,12.549
"Standard Class","Consumer","Omaha","Nebraska","Paper",5,17.61,3,0,8.4528
"Standard Class","Consumer","Roswell","Georgia","Paper",4,279.9,5,0,137.151
"Standard Class","Home Office","New York City","New York","Storage",5,43.57,1,0,13.071
"Second Class","Consumer","San Diego","California","Chairs",4,191.968,7,0.2,16.7972
"Standard Class","Consumer","Minneapolis","Minnesota","Binders",5,9449.95,5,0,4630.4755
"First Class","Consumer","Des Plaines","Illinois","Furnishings",3,8.544,2,0.6,-7.476
"Standard Class","Corporate","Los Angeles","California","Furnishings",6,106.68,6,0,33.0708
"Second Class","Consumer","Long Beach","California","Paper",4,160.72,14,0,78.7528
"First Class","Home Office","Los Angeles","California","Binders",1,90.48,3,0.2,33.93
"First Class","Home Office","Chicago","Illinois","Storage",3,164.736,4,0.2,-39.1248
"First Class","Corporate","Franklin","Massachusetts","Bookcases",2,81.94,1,0,20.485
"Standard Class","Corporate","Phoenix","Arizona","Paper",5,15.552,3,0.2,5.4432
"Standard Class","Consumer","San Jose","California","Phones",5,1432,5,0.2,125.3
"Standard Class","Home Office","Clinton","Maryland","Paper",4,28.9,5,0,14.161
"Standard Class","Home Office","Los Angeles","California","Copiers",4,3359.952,6,0.2,1049.985
"Second Class","Corporate","Los Angeles","California","Accessories",2,16.59,1,0,5.8065
"Standard Class","Consumer","Oceanside","New York","Binders",7,79.056,9,0.2,28.6578
"Second Class","Corporate","Lowell","Massachusetts","Paper",3,105.52,4,0,48.5392
"Standard Class","Corporate","Arlington","Texas","Binders",6,8.272,4,0.8,-13.6488
"Standard Class","Consumer","Clinton","Maryland","Labels",5,12.39,3,0,5.6994
"Second Class","Home Office","Parma","Ohio","Envelopes",2,63.968,2,0.2,19.99
"First Class","Consumer","Commerce City","Colorado","Storage",3,146.352,3,0.2,-32.9292
"First Class","Corporate","Brownsville","Texas","Paper",2,10.688,2,0.2,3.7408
"Standard Class","Corporate","Philadelphia","Pennsylvania","Fasteners",5,10.584,7,0.2,-2.3814
"Standard Class","Corporate","Raleigh","North Carolina","Appliances",5,48.784,1,0.2,3.6588
"Second Class","Corporate","Little Rock","Arkansas","Storage",5,367.96,4,0,14.7184
"Standard Class","Consumer","Huntsville","Texas","Tables",4,609.98,4,0.3,-113.282
"Second Class","Corporate","Salem","Oregon","Art",2,71.632,11,0.2,17.908
"Standard Class","Consumer","Lancaster","Ohio","Storage",4,16.768,2,0.2,1.4672
"Standard Class","Consumer","Detroit","Michigan","Tables",7,447.84,4,0,98.5248
"Standard Class","Consumer","San Antonio","Texas","Appliances",4,463.248,8,0.8,-1181.2824
"Standard Class","Consumer","Houston","Texas","Binders",5,10.78,5,0.8,-17.248
"Standard Class","Consumer","Parma","Ohio","Fasteners",4,16.752,6,0.2,5.4444
"Standard Class","Home Office","Los Angeles","California","Binders",7,15.24,5,0.2,5.334
"Standard Class","Consumer","Los Angeles","California","Art",5,10.75,5,0,3.5475
"Standard Class","Consumer","Renton","Washington","Binders",4,150.8,5,0.2,56.55
"Standard Class","Consumer","Carlsbad","New Mexico","Binders",5,10.776,3,0.2,3.3675
"First Class","Consumer","New York City","New York","Storage",3,22.58,2,0,5.8708
"Standard Class","Consumer","North Las Vegas","Nevada","Chairs",7,674.352,3,0.2,-109.5822
"First Class","Home Office","San Francisco","California","Art",3,7.04,4,0,2.0416
"Second Class","Consumer","Paterson","New Jersey","Appliances",2,275.24,4,0,121.1056
"Second Class","Corporate","Knoxville","Tennessee","Paper",5,27.888,7,0.2,10.1094
"Standard Class","Consumer","Lorain","Ohio","Furnishings",5,48.896,4,0.2,8.5568
"Standard Class","Consumer","Columbia","Tennessee","Chairs",5,662.88,3,0.2,74.574
"Standard Class","Corporate","San Francisco","California","Paper",6,244.55,5,0,114.9385
"Standard Class","Consumer","Columbia","Maryland","Furnishings",4,164.22,3,0,50.9082
"Standard Class","Corporate","Phoenix","Arizona","Accessories",7,100.8,2,0.2,21.42
"Standard Class","Corporate","Redlands","California","Envelopes",6,14.28,7,0,6.7116
"Standard Class","Home Office","Spokane","Washington","Storage",4,136.26,9,0,5.4504
"Standard Class","Corporate","Dublin","Ohio","Accessories",6,9.096,1,0.2,1.7055
"Second Class","Consumer","Lawrence","Indiana","Accessories",2,393.54,3,0,165.2868
"Standard Class","Consumer","San Diego","California","Art",6,36.44,4,0,12.0252
"Standard Class","Consumer","Franklin","Tennessee","Paper",5,5.184,1,0.2,1.8144
"Second Class","Consumer","Columbus","Ohio","Furnishings",2,8.128,2,0.2,1.4224
"Second Class","Corporate","Eugene","Oregon","Paper",2,47.952,3,0.2,16.7832
"Standard Class","Home Office","Gilbert","Arizona","Envelopes",7,10.64,5,0.2,3.857
"Standard Class","Home Office","Olathe","Kansas","Art",5,107.94,3,0,26.985
"Standard Class","Corporate","Coral Gables","Florida","Phones",4,52.68,3,0.2,19.755
"Second Class","Consumer","Houston","Texas","Binders",4,5.18,5,0.8,-8.029
"Standard Class","Consumer","Houston","Texas","Art",5,18.688,4,0.2,3.7376
"Same Day","Consumer","Jacksonville","Florida","Furnishings",0,43.936,4,0.2,6.0412
"Standard Class","Home Office","Los Angeles","California","Phones",5,818.376,3,0.2,51.1485
"Standard Class","Consumer","Alexandria","Virginia","Storage",7,24.56,2,0,6.8768
"Standard Class","Corporate","Los Angeles","California","Storage",5,93.02,2,0,3.7208
"Standard Class","Consumer","Atlanta","Georgia","Appliances",5,25.86,3,0,6.7236
"Standard Class","Home Office","Seattle","Washington","Chairs",7,449.568,2,0.2,-73.0548
"Standard Class","Corporate","Torrance","California","Appliances",4,1640.7,5,0,459.396
"Standard Class","Corporate","Akron","Ohio","Phones",4,259.896,2,0.4,-56.3108
"Standard Class","Corporate","Hesperia","California","Binders",4,251.52,6,0.2,81.744
"Standard Class","Consumer","Rochester","Minnesota","Accessories",4,142.8,1,0,29.988
"Second Class","Consumer","Seattle","Washington","Tables",2,171.96,2,0,44.7096
"Standard Class","Corporate","Los Angeles","California","Art",5,23.32,2,0,6.0632
"Same Day","Home Office","Chicago","Illinois","Machines",0,209.986,2,0.3,8.9994
"Second Class","Consumer","Louisville","Colorado","Chairs",3,603.92,5,0.2,75.49
"Standard Class","Consumer","Redlands","California","Labels",4,8.64,3,0,4.2336
"First Class","Consumer","San Diego","California","Binders",2,8.704,2,0.2,3.1552
"Standard Class","Consumer","Dallas","Texas","Fasteners",4,15.072,4,0.2,-3.768
"Standard Class","Consumer","Hamilton","Ohio","Appliances",5,123.92,5,0.2,9.294
"Standard Class","Corporate","San Jose","California","Phones",5,110.352,3,0.2,8.2764
"Second Class","Corporate","Aurora","Illinois","Binders",3,94.192,7,0.8,-164.836
"Standard Class","Corporate","Philadelphia","Pennsylvania","Paper",5,23.92,5,0.2,8.671
"First Class","Consumer","Aurora","Illinois","Paper",1,186.048,6,0.2,67.4424
"Same Day","Home Office","Chicago","Illinois","Paper",0,15.552,3,0.2,5.6376
"Standard Class","Corporate","Denver","Colorado","Phones",4,57.36,6,0.2,-14.34
"Standard Class","Home Office","Chandler","Arizona","Chairs",7,842.376,3,0.2,105.297
"Standard Class","Corporate","Fayetteville","North Carolina","Bookcases",4,198.272,8,0.2,-32.2192
"Standard Class","Consumer","Seattle","Washington","Storage",6,199.74,6,0,47.9376
"Standard Class","Home Office","Dallas","Texas","Art",4,5.248,2,0.2,0.5904
"Standard Class","Home Office","Chester","Pennsylvania","Furnishings",4,43.872,2,0.2,11.5164
"Standard Class","Corporate","Chicago","Illinois","Phones",4,239.976,3,0.2,26.9973
"Second Class","Corporate","Houston","Texas","Paper",2,25.92,5,0.2,9.072
"Second Class","Consumer","Fresno","California","Bookcases",2,254.9745,3,0.15,11.9988
"Standard Class","Consumer","Vallejo","California","Binders",4,95.648,2,0.2,31.0856
"First Class","Consumer","La Porte","Indiana","Furnishings",1,41.85,5,0,10.881
"Second Class","Consumer","Akron","Ohio","Paper",2,15.936,4,0.2,5.7768
"Standard Class","Home Office","Fayetteville","Arkansas","Binders",4,6.24,2,0,3.0576
"Second Class","Corporate","Chicago","Illinois","Appliances",4,4.356,2,0.8,-11.7612
"First Class","Corporate","Cranston","Rhode Island","Tables",1,637.896,3,0.3,-127.5792
"Second Class","Corporate","Sunnyvale","California","Binders",4,5.984,2,0.2,2.244
"Standard Class","Consumer","Charlotte","North Carolina","Tables",4,472.518,3,0.4,-149.6307
"Standard Class","Corporate","Milwaukee","Wisconsin","Binders",5,17.52,4,0,8.4096
"Same Day","Consumer","Fairfield","Connecticut","Envelopes",0,10.86,3,0,5.1042
"Standard Class","Consumer","San Francisco","California","Art",4,22.96,7,0,6.6584
"First Class","Consumer","Des Plaines","Illinois","Binders",3,2.892,3,0.8,-4.9164
"Standard Class","Home Office","Chicago","Illinois","Paper",6,73.008,9,0.2,26.4654
"Standard Class","Home Office","Philadelphia","Pennsylvania","Storage",5,563.808,4,0.2,21.1428
"Standard Class","Home Office","Los Angeles","California","Binders",6,112.12,5,0.2,42.045
"Standard Class","Home Office","Philadelphia","Pennsylvania","Paper",4,217.056,7,0.2,78.6828
